,Name,Team,Level,Age,ERA,GS,IP,H,R,ER,HR,BB,HBP,SO,K%,BB%,K-BB%,WHIP,BABIP,LOB%,FIP,xFIP,GB%,SwStr%,Balls,Strikes,PlayerId,EDB Team,TWTC Team,BL Team
1033,Kyle Crigger,MIA,"A+,AA",25,4.34265687927492,1,47.2,38,25,23,5,19,3,45,0.23560209,0.09947644,0.13612566,1.19580406820613,0.27731092,0.66037736,4.29462075382708,3.6331304361967,0.524590163,0.12195122,262,435,sa3019884,,,
1034,Ian Mejia,ATL,"AA,AAA",24,3.84437118111948,20,100.2,91,48,43,10,44,6,99,0.2260274,0.10045662,0.12557078,1.341059714344,0.29032258,0.73228346,4.15840504262386,4.15666306333095,0.396491228,0.14055024,600,1072,sa3019911,,,
1035,Hayden Harris,ATL,"AA,AAA",25,4.26315746677223,0,31.2,27,15,15,3,20,1,53,0.37588652,0.14184397,0.23404255,1.4842103773207,0.375,0.75342466,3.27217618234459,2.85623967203256,0.4,0.15711948,220,391,sa3019913,,,
1036,Cade Gibson,MIA,"A+,AA",26,2.25991214112653,12,75.2,63,21,19,2,32,9,64,0.20189274,0.10094637,0.10094637,1.25550674507029,0.29047619,0.8201581,3.69864637971614,4.18025146580713,0.523809523,0.09083402,458,753,sa3019914,,,
1037,Roman Phansalkar,LAA,"A,A+",26,4.99315035877813,0,48.2,50,34,27,7,29,5,45,0.20089286,0.12946429,0.07142857,1.62328756519947,0.3115942,0.67385445,5.77789094510505,5.17221937878136,0.407142857,0.10037175,329,478,sa3019949,,,
1038,Evan Taylor,MIA,A+,24,2.84210558922623,0,44.1,34,17,14,1,20,5,52,0.27807487,0.10695187,0.171123,1.21804525252553,0.30275229,0.72916667,3.08208056733528,3.64492701231434,0.5,0.13674033,277,447,sa3019950,,,
1039,Jared Southard,LAA,"A+,AA",23,4.15384645857051,0,43.1,34,22,20,4,20,4,40,0.21857923,0.10928962,0.10928962,1.24615393757115,0.26086957,0.6870229,4.44952701479531,3.9699521472937,0.577586206,0.12903226,244,407,sa3019951,,,
1040,Josh White,MIA,A+,23,3.03973540650782,3,50.1,42,18,17,3,23,5,68,0.32075472,0.10849057,0.21226415,1.29139085897391,0.34513274,0.79027356,3.1847046925851,3.36349677328106,0.403508771,0.16706161,293,551,sa3019953,,,
1041,Matt Pushard,MIA,AA,26,2.65573737275953,0,40.2,28,15,12,5,18,3,43,0.24855491,0.10404624,0.14450867,1.13114739950869,0.22115385,0.80952381,4.37445555261246,4.0043460779281,0.3592233,0.13142857,251,449,sa3019955,,,
1042,Logan VanWey,HOU,AAA,25,3.55688590255226,0,55.2,48,24,22,7,30,4,79,0.32780083,0.12448133,0.2033195,1.40119747676301,0.33884298,0.8033241,4.50823874582142,4.33358912451975,0.472440944,0.12635735,402,611,sa3019956,,,
1043,Paul Gervase,TBR,AA,24,4.13265265906074,0,32.2,20,21,15,4,19,2,53,0.37062937,0.13286713,0.23776224,1.19387743483977,0.24615385,0.56497175,3.69301609829448,2.94287824143153,0.428571428,0.14893617,210,354,sa3019957,,,
1044,Jordan Geber,NYM,"A+,AA,AAA",24,3.35751252201393,8,64.1,59,25,24,6,26,5,52,0.19188192,0.09594096,0.09594096,1.32124335357029,0.29120879,0.79656863,4.52511392676856,4.74255457035696,0.389189189,0.10341463,373,652,sa3019958,,,
1045,Tyler Wehrle,MIL,A+,24,4.5,0,42.0,48,24,21,6,20,4,33,0.17010309,0.10309278,0.06701031,1.61904761904761,0.32061069,0.75471698,5.44298286437988,5.04760967872682,0.389705882,0.10146862,300,449,sa3019961,,,
1046,Nick Merkel,MIL,AA,25,3.45,0,60.0,41,27,23,2,24,8,69,0.2749004,0.09561753,0.17928287,1.08333333333333,0.26351351,0.65527066,3.07500212987264,3.54814846118291,0.472602739,0.16924779,310,594,sa3019962,,,
1047,Jack Perkins,OAK,"AA,CPX",24,4.10869565217391,11,46.0,34,24,21,2,25,6,67,0.33333333,0.12437811,0.20895522,1.28260869565217,0.31683168,0.65916399,3.16791118124257,3.4556127562471,0.485148514,0.133829,294,513,sa3020076,,,
1048,Jake Garland,OAK,A+,23,4.233051394841,11,78.2,78,43,37,8,30,8,47,0.13583815,0.0867052,0.04913295,1.37288153346194,0.27667984,0.69656489,5.019254254651,4.59117466557308,0.547244094,0.07349298,453,758,sa3020077,,,
1049,Logan Henderson,MIL,"A+,AA,AAA,CPX",22,2.52709354857095,15,67.2,46,20,19,9,9,2,89,0.34901961,0.03529412,0.31372549,0.812807866499428,0.25342466,0.83333333,3.05550142960413,2.72492009863947,0.279220779,0.15492958,322,672,sa3020080,,,
1050,John Michael Bertrand,SFG,AA,26,4.31092436974789,22,119.0,124,61,57,14,34,0,98,0.196,0.068,0.128,1.32773109243697,0.31073446,0.70086705,4.17070722219322,3.68270890492351,0.505555555,0.1143809,644,1157,sa3020082,,,
1051,Michael Sansone,BOS,A,24,2.49710960634179,2,57.2,47,23,16,3,9,10,56,0.24347826,0.03913043,0.20434783,0.971098180244033,0.28947368,0.69579288,3.30729755798133,3.52568051773614,0.346938775,0.13630881,277,552,sa3020083,,,
1052,Quinton Martinez,LAA,"A,A+",25,5.35344783573743,1,38.2,44,23,23,3,28,5,30,0.15625,0.14583333,0.01041667,1.86206881243041,0.32539683,0.74175824,5.73085554048867,6.20721706135051,0.421875,0.09452055,302,428,sa3020109,,,
1053,Jacob Miller,MIA,"A+,AA",20,4.01487034395583,18,89.2,89,44,40,8,25,5,72,0.19047619,0.06613757,0.12433862,1.27137560891934,0.30223881,0.69573284,3.99043467432489,3.7763569844949,0.478431372,0.0994152,479,889,sa3020111,,,
1054,A.J. Blubaugh,HOU,"AA,AAA",23,4.02711885236934,19,98.1,96,46,44,10,41,3,92,0.22009569,0.09808612,0.12200957,1.39322041104697,0.31617647,0.74603175,4.65481108618602,5.05511245711531,0.392857142,0.11054131,670,1085,sa3020112,,,
1055,Tyler Guilfoil,HOU,AA,24,4.46959505540951,15,98.2,87,54,49,13,48,16,82,0.19025522,0.11136891,0.07888631,1.36824338430903,0.27205882,0.73042169,5.43593924461796,5.27519826242065,0.34767025,0.10820452,643,1039,sa3020113,,,
1056,Adonys Perez,ARI,A,20,5.6629213483146,18,89.0,91,61,56,11,40,11,84,0.21319797,0.10152284,0.11167513,1.47191011235955,0.32258065,0.63981043,5.52064853625351,4.72462062708447,0.549019607,0.0976776,570,894,sa3020114,,,
1057,Tyler Woessner,MIL,"AA,AAA",24,6.7499994850159,10,66.2,77,56,50,10,45,6,67,0.20872274,0.14018692,0.06853583,1.82999986038209,0.34715026,0.63157895,5.6715461031879,5.30459784593198,0.421319796,0.09647059,524,751,sa3020171,,,
1058,Billy Corcoran,ARI,"A+,AA",24,3.28486656180097,20,112.1,98,50,41,10,30,4,102,0.22270742,0.06550218,0.15720524,1.13946590761659,0.28205128,0.69491525,3.69879833552393,3.75542041915666,0.375796178,0.10516827,593,1071,sa3020172,,,
1059,Blake Adams,COL,"A+,AA",23,3.17142857142857,18,105.0,110,42,37,9,24,3,104,0.23370787,0.05393258,0.17977528,1.27619047619047,0.33114754,0.76366559,3.3827567191351,3.54498984983989,0.35064935,0.12004802,525,1141,sa3020174,,,
1060,Garrett Irvin,OAK,"A+,AA",25,5.8909082737443,0,36.2,37,28,24,3,22,4,40,0.23529412,0.12941176,0.10588235,1.60909068588386,0.33663366,0.5952381,4.45167376657785,4.59162656831319,0.411764705,0.11634757,257,422,sa3020176,,,
1061,Blade Tidwell,NYM,"AA,AAA",23,4.45054945054945,16,91.0,72,53,45,15,47,2,90,0.23376623,0.12207792,0.11168831,1.3076923076923,0.24675325,0.68,5.25509536409422,4.9588184370999,0.374485596,0.11752988,568,938,sa3020177,jstocs5,,Peter Off Brand 🏆
1062,Ben Sears,KCR,A+,24,3.62416070268252,0,49.2,47,25,20,4,14,5,42,0.1971831,0.0657277,0.1314554,1.22818779368685,0.29054054,0.67880795,3.94633851753023,3.93321063796613,0.452702702,0.10294118,284,532,sa3020178,,,
1063,Ike Buxton,MIA,A+,23,4.93548387096774,15,62.0,70,45,34,4,31,7,58,0.2,0.10689655,0.09310345,1.62903225806451,0.34736842,0.61523438,4.2494344772831,4.50898107504171,0.417989417,0.09845032,431,666,sa3020180,,,
1064,Caden Dana,LAA,AA,20,2.73698653020876,21,121.2,81,43,37,10,37,9,131,0.27010309,0.07628866,0.19381443,0.969863094788692,0.23825503,0.74336283,3.39098386915568,3.54498385470163,0.363333333,0.12315011,668,1224,sa3020181,,Super Duper Melonheads,Peter Off Brand 🏆
1065,Cooper McKeehan,BAL,"A,A+",23,7.75531993574994,0,31.1,37,29,27,2,22,3,38,0.25,0.14473684,0.10526316,1.88297891444134,0.40229885,0.55743243,4.30987169439412,4.20172516384363,0.488372093,0.12842466,231,353,sa3020183,,,
1066,Nicholas Regalado,KCR,A,22,4.10399949902349,1,41.2,44,24,19,2,21,2,60,0.30927835,0.10824742,0.20103093,1.55999980957033,0.3853211,0.66978193,2.98475425415038,2.99113202069629,0.472222222,0.13246753,300,470,sa3020184,,,
1067,Isaac Coffey,BOS,AA,24,3.62068965517241,16,87.0,71,41,35,6,43,19,103,0.26753247,0.11168831,0.15584416,1.3103448275862,0.30373832,0.73836276,4.09787809054056,4.41805438604848,0.381395348,0.10423453,609,926,sa3020222,,,
1068,William Silva,ATL,"A,A+",22,4.90909013526063,0,40.1,48,28,22,3,14,6,43,0.22631579,0.07368421,0.15263158,1.53718984033413,0.36290323,0.62695925,3.90670460116506,3.96568928953273,0.416666666,0.13256484,253,441,sa3020235,,,
1069,Jake Palisch,CHW,AA,25,4.34745818929616,0,39.1,42,22,19,7,13,1,28,0.16568047,0.07692308,0.0887574,1.39830526556309,0.29166667,0.73593074,5.29929616832763,3.94520667251171,0.532258064,0.11774194,193,427,sa3020249,,,
1070,Easton Sikorski,CIN,A+,24,4.4733731849601,1,56.1,52,32,28,4,28,2,49,0.20081967,0.1147541,0.08606557,1.4201184714159,0.29813665,0.65445026,4.22404802365863,4.33136539618853,0.469135802,0.12751678,335,559,sa3020250,,,
1071,Roel Garcia III,TBR,A+,25,4.25806451612903,18,93.0,97,48,44,14,25,6,78,0.19647355,0.06297229,0.13350126,1.31182795698924,0.30291971,0.73800738,4.86306713063229,4.60849341860702,0.333333333,0.11170213,449,867,sa3020253,,,
1072,Mark Adamiak,OAK,A,23,4.58823529411764,0,51.0,49,32,26,4,22,5,67,0.29646018,0.09734513,0.19911504,1.39215686274509,0.3515625,0.625,4.06283844592524,4.06270069739982,0.4140625,0.12910284,340,574,sa3020254,,,
1073,Zach Maxwell,CIN,"AA,AAA",23,3.375,0,40.0,29,18,15,1,29,0,65,0.37572254,0.16763006,0.20809249,1.45,0.35897436,0.70671378,2.69527062069719,3.39917306643074,0.417721518,0.13815789,301,459,sa3020255,,,
1074,Billy Seidl,CHW,"A,A+",24,3.98360624597844,0,40.2,26,18,18,2,25,10,46,0.26136364,0.14204545,0.11931818,1.25409826262284,0.25806452,0.73883162,4.54325535885559,4.9235400109839,0.478723404,0.1119186,287,401,sa3020257,,,
1075,Devereaux Harrison,TOR,AA,23,5.07324890071105,21,104.2,102,62,59,16,45,0,86,0.18859649,0.09868421,0.08991228,1.40445873522509,0.27831715,0.68218299,5.06496954444186,4.97708566226541,0.331230283,0.09965636,621,1125,sa3020259,,,
1076,David Morgan,SDP,"A+,AA",24,4.649006916135,0,50.1,42,27,26,4,21,3,58,0.27488152,0.09952607,0.17535545,1.25165570819019,0.304,0.64569536,3.60022405794324,3.65552121121267,0.395348837,0.17548077,308,524,sa3020260,,,
1077,Mason Fluharty,TOR,AAA,22,3.66666666666666,0,54.0,45,26,22,5,23,4,60,0.26315789,0.10087719,0.1622807,1.25925925925925,0.29411765,0.70769231,3.98673212616531,4.82281716863314,0.345588235,0.12636166,342,576,sa3020261,,,
1078,Tyler Stuart,WSN,AA,24,3.57728695862565,21,105.2,101,45,42,9,27,5,122,0.2741573,0.06067416,0.21348315,1.21135643043408,0.32624113,0.73089701,3.13783603837814,3.19118570389321,0.450704225,0.14051522,591,1117,sa3020264,,,
1079,Brian Fitzpatrick,MIL,A+,24,2.68720398579847,7,70.1,56,25,21,4,23,3,76,0.26206897,0.07931034,0.18275862,1.12322283004275,0.2826087,0.7460733,3.13018663322873,3.40659429051992,0.386740331,0.13607878,390,727,sa3020265,,,
1080,Marquis Grissom Jr.,WSN,"A+,AA",22,1.48818875287442,0,42.1,32,8,7,2,9,2,46,0.27058824,0.05294118,0.21764706,0.968503791553198,0.27027027,0.87064677,2.72962554011439,3.38065652922067,0.324324324,0.15562404,226,423,sa3020312,,,
1081,Ryan Brady,KCR,AA,25,4.26315746677223,1,50.2,61,26,24,2,18,2,43,0.18942731,0.07929515,0.11013216,1.55921036979169,0.36419753,0.70332481,3.43931741714477,4.27504571545028,0.422360248,0.11695906,290,565,sa3020313,,,
1082,Alex Williams,MIA,"A+,AA",24,4.99422038963293,9,57.2,57,40,32,7,20,3,64,0.25806452,0.08064516,0.17741936,1.33526031250602,0.32467532,0.56980057,3.99203994164661,3.49767681467396,0.435897435,0.12363996,349,662,sa3020314,,,
1083,Daniel Harper,PHI,"A+,AA",25,2.43442603920905,0,40.2,26,14,11,3,13,1,53,0.33125,0.08125,0.25,0.959016318476292,0.25555556,0.72625698,2.91382042754994,3.15071918816779,0.411111111,0.14521452,188,418,sa3020316,,,
1084,Chance Huff,WSN,A+,24,5.10236281776281,0,42.1,38,30,24,7,31,2,37,0.19072165,0.15979381,0.03092784,1.62992145567423,0.26495726,0.66993464,6.32365504769847,5.6826008350692,0.37704918,0.08910891,359,449,sa3020317,,,
1085,Andrew Walling,PHI,"A+,AA",24,2.30232568351948,0,43.0,32,13,11,4,25,2,51,0.27868852,0.13661202,0.1420765,1.32558145414758,0.27722772,0.86142322,4.28081728662492,4.05334821535864,0.538461538,0.1231593,286,461,sa3020319,,,
1086,Jaren Zinn,WSN,A+,25,4.21875,0,32.0,20,16,15,4,33,3,39,0.26896552,0.22758621,0.04137931,1.65625,0.24242424,0.79365079,6.14599723815918,6.18407123796641,0.271428571,0.11821086,282,344,sa3020320,,,
1087,Cy Nielson,PIT,"A+,AA",23,3.6642853149103,1,46.2,36,25,19,1,21,4,65,0.32019704,0.10344828,0.21674877,1.22142843830343,0.3125,0.60402685,2.65412793241166,3.42364213745419,0.422018348,0.14966887,273,482,sa3020321,,,
1088,Bryce Hubbart,CIN,A+,23,5.88268106277883,10,59.2,60,39,39,10,35,5,53,0.19557196,0.12915129,0.06642066,1.59217863522503,0.29761905,0.70930233,5.85639047987889,5.28653132685789,0.274285714,0.11583012,398,638,sa3020323,,,
1089,Wilian Bormie,TEX,A,21,3.41052658968687,4,63.1,48,27,24,7,34,3,72,0.27272727,0.12878788,0.14393939,1.29473694608483,0.27702703,0.7712766,4.50054372813893,3.96720354918807,0.381578947,0.15122873,434,624,sa3020327,,,
1090,Owen Murphy,ATL,A+,20,1.53658536585365,7,41.0,18,9,7,2,12,1,60,0.38709677,0.07741935,0.30967742,0.73170731707317,0.2,0.78014184,2.24203382352503,3.16549825261278,0.298701298,0.13659359,186,407,sa3020330,,,
1091,Livan Reinoso,LAD,A+,25,4.6,0,45.0,34,30,23,3,32,11,37,0.18137255,0.15686275,0.0245098,1.46666666666666,0.25619835,0.6456044,5.53187175326877,5.63263083282444,0.491666666,0.07907543,365,457,sa3020331,,,
1092,Will Geerdes,SDP,A+,24,5.81538529796721,0,43.1,40,32,28,7,21,5,41,0.21465969,0.10994764,0.10471204,1.40769247292063,0.28205128,0.60498221,5.4506754077257,4.5356287291267,0.467213114,0.12394366,263,447,sa3020333,,,
1093,Braden Nett,SDP,A+,22,5.10236281776281,14,42.1,34,27,24,3,24,2,44,0.23655914,0.12903226,0.10752688,1.37007890476964,0.27433628,0.59139785,4.1280223167647,4.18239171606521,0.433628318,0.10526316,291,450,sa3020336,,,
1094,Mike Walsh,PIT,"A,A+",23,1.09090909090909,0,33.0,20,10,4,1,7,3,34,0.26356589,0.05426357,0.20930233,0.818181818181818,0.22619048,0.6993007,2.79342936181004,3.31372813224135,0.493975903,0.14553015,167,314,sa3020337,,,
1095,Juanmi Vasquez,TOR,"A,CPX",20,4.23966995613412,2,40.1,37,22,19,6,30,3,39,0.21081081,0.16216216,0.04864865,1.66115723427477,0.28971963,0.77922078,6.02697588129082,5.45604822876754,0.333333333,0.1205298,313,442,sa3020344,,,
1096,Jaycob Deese,PIT,"A+,AA",24,7.12799942558674,1,41.2,51,38,33,9,15,1,29,0.15263158,0.07894737,0.07368421,1.58399987235261,0.30882353,0.53308824,6.14906044611144,4.90473159466986,0.340425531,0.0911641,243,470,sa3020376,,,
1097,Elijah Birdsong,PIT,"A,A+",24,3.6818183414207,0,44.0,30,19,18,5,26,3,32,0.17391304,0.14130435,0.0326087,1.27272732789851,0.21186441,0.76923077,5.57674444243349,4.8706640140654,0.611570247,0.13484848,269,391,sa3020377,,,
1098,Kyle Luckham,WSN,"AA,AAA",24,4.97368421052631,21,114.0,125,71,63,14,31,7,76,0.15384615,0.06275304,0.09109312,1.36842105263157,0.30327869,0.64156206,4.70411132134889,4.4410432462368,0.475935828,0.09648634,650,1143,sa3020378,,,
1099,Blake Burkhalter,ATL,"A+,CPX",23,3.16666656879731,13,54.0,53,21,19,3,15,2,50,0.22421525,0.06726457,0.15695067,1.25925922034045,0.32679739,0.74468085,3.4087012975774,4.36915133890726,0.344155844,0.15659679,302,509,sa3020382,,,
1100,Drew McDaniel,CHW,"A,A+",23,4.13114741181084,12,61.0,55,29,28,5,18,5,65,0.25896414,0.07171315,0.187251,1.19672127405631,0.3164557,0.69014085,3.64988836289371,3.82049278012559,0.409937888,0.12948857,312,607,sa3020384,,,
1101,Jacob Meador,LAD,"A+,AA",23,5.13765202022861,17,82.1,78,49,47,13,48,16,80,0.21390374,0.12834225,0.0855615,1.53036443155745,0.29953917,0.75121163,5.88377394982992,5.01525585710523,0.387665198,0.09670638,573,854,sa3020385,,,
1102,Mason Adams,CHW,"AA,AAA",24,2.62382457691656,18,106.1,93,34,31,9,24,11,102,0.23831776,0.05607477,0.18224299,1.10031353225533,0.29787234,0.81455806,3.5155629635823,3.20818672646896,0.552083333,0.11176088,510,1029,sa3020388,,,
1103,Shane Murphy,CHW,"A+,AAA",23,5.18777327143728,11,76.1,70,48,44,14,18,0,62,0.19620253,0.05696203,0.13924051,1.15283850476384,0.25225225,0.58479532,5.04664598577566,4.41680912660533,0.370044052,0.11538462,371,747,sa3020389,,,
1104,Micah Dallas,OAK,"A,A+,AA",24,2.85365852828822,0,41.0,36,19,13,4,9,1,45,0.26470588,0.05294118,0.21176471,1.09756097241854,0.28828829,0.66831683,3.79359532124039,3.65120763458478,0.444444444,0.1704918,208,402,sa3020391,,,
1105,Dylan Ray,ARI,"AA,CPX",23,4.25342435886231,12,48.2,48,27,23,10,21,3,49,0.23786408,0.10194175,0.13592233,1.41780811962077,0.30894309,0.77586207,5.6452163409298,4.22851293555486,0.386363636,0.10659898,290,498,sa3020392,,,
1106,Joe Miller,DET,"A,A+",24,2.81927710843373,18,83.0,65,28,26,6,21,3,72,0.2195122,0.06402439,0.15548781,1.03614457831325,0.26106195,0.75682382,3.54224421144968,3.77154298573732,0.426666666,0.10495868,417,793,sa3020393,,,
1107,Duncan Davitt,TBR,"A+,AA",24,3.21036605901268,21,109.1,86,42,39,11,33,7,111,0.25113122,0.07466063,0.17647059,1.08841470376783,0.26785714,0.75949367,3.90615024153802,3.84980399352792,0.405594405,0.13111782,573,1082,sa3020394,,,
1108,Chris Campos,LAD,"A+,AA",23,3.07984773005799,13,87.2,72,34,30,12,23,3,93,0.26197183,0.06478873,0.1971831,1.08365012724262,0.26785714,0.78817734,3.98875528004737,3.54401327558824,0.35775862,0.14876033,463,868,sa3020396,,,
1109,T.J. Czyz,OAK,A,23,5.44354905695134,0,41.1,37,26,25,6,42,2,35,0.17676768,0.21212121,-0.03535354,1.91129055777402,0.27433628,0.75757576,7.46954348005444,6.66064193679829,0.439655172,0.09326425,358,414,sa3020398,,,
1110,Trevin Michael,DET,"A+,AA",26,3.32608695652173,1,46.0,34,18,17,7,12,2,59,0.32240437,0.06557377,0.2568306,1.0,0.26213592,0.78534031,3.7583219839179,3.06718294785722,0.327272727,0.17158931,232,479,sa3020400,,,
1111,Connor Holden,DET,"A,A+",26,4.75200072509776,0,41.2,40,28,22,6,10,7,36,0.1978022,0.05494505,0.14285714,1.20000018310549,0.27642276,0.59670782,4.86552574679008,4.08811423059017,0.433070866,0.11755952,243,429,sa3020401,,,
1112,Spencer Giesting,ARI,"A+,AA",22,3.48387081184853,20,113.2,99,50,44,10,40,8,118,0.24789916,0.08403361,0.16386555,1.22287384557309,0.29666667,0.72932331,3.79502249465651,3.69031394348551,0.436065573,0.12529138,616,1100,sa3020402,,,
1113,Bubba Hall,WSN,A,24,2.69999975765454,0,56.2,44,21,17,3,12,1,61,0.2760181,0.05429864,0.22171946,0.988235205416043,0.28472222,0.68181818,2.80828366236702,3.14639869436411,0.359154929,0.11199095,304,580,sa3020403,,,
1114,Landon Harper,ATL,"A+,AA",23,2.67032953040523,3,60.2,50,20,18,7,10,0,51,0.2125,0.04166667,0.17083333,0.989010937187124,0.25,0.79681275,3.76115381651361,3.56307781448145,0.393063583,0.10784314,233,583,sa3020404,,,
1115,John Klein,MIN,A+,22,4.68145218897815,17,82.2,82,43,43,6,36,3,73,0.2,0.09863014,0.10136986,1.42741953048946,0.30769231,0.69271758,4.03572487280347,4.46949793336509,0.348,0.10644461,495,886,sa3020405,,,
1116,Jack Choate,SFG,"A+,AA",23,3.38823582632739,20,85.0,73,38,32,5,24,9,97,0.26869806,0.06648199,0.20221607,1.14117664983943,0.30088496,0.68686869,3.1227103270235,3.51603244042817,0.398230088,0.1427531,477,896,sa3020407,,,
1117,Jake Miller,DET,"A,A+",23,1.68750012379427,2,69.1,50,17,13,4,15,0,88,0.32352941,0.05514706,0.26838235,0.937500068774595,0.27878788,0.80808081,2.39504470483546,2.38205517074874,0.444444444,0.16213592,323,707,sa3020408,,,
1118,Jake Christianson,TBR,A+,24,3.97058868078217,0,45.1,34,25,20,6,18,2,50,0.25906736,0.09326425,0.16580311,1.14705895222596,0.23931624,0.63596491,4.4217326263243,4.05116912576819,0.33898305,0.10978836,278,478,sa3020410,,,
1119,Michael Darrell-Hicks,LAA,"AA,AAA",26,1.91338544511944,0,42.1,35,12,9,0,10,6,47,0.26857143,0.05714286,0.21142857,1.06299191395524,0.3125,0.76470588,2.26352460530054,3.02390109664066,0.463636363,0.1554878,217,439,sa3020438,,,
1120,Jared Kollar,SDP,"AA,AAA",25,3.09554130725674,19,104.2,102,38,36,9,24,2,94,0.21559633,0.05504587,0.16055046,1.20382161948873,0.3029316,0.77989601,3.59731623662292,4.05538175400433,0.376205787,0.10665069,560,1109,sa3020439,,,
1121,Joseph Menefee,CIN,A+,24,3.68181767109018,0,36.2,25,19,15,1,24,2,59,0.37106918,0.1509434,0.22012579,1.33636345098829,0.32876712,0.64516129,2.70661933016184,2.86961280116045,0.438356164,0.1914242,257,396,sa3020443,,,
1122,Brody Jessee,CIN,A+,23,7.53061224489795,0,49.0,59,43,41,5,20,5,53,0.23348018,0.08810573,0.14537445,1.61224489795918,0.375,0.53246753,4.13686041540029,4.1316177140085,0.386206896,0.1,323,547,sa3020447,,,
1123,David Davalillo,TEX,"A,A+",21,1.89105076610743,17,85.2,63,20,18,2,25,2,85,0.24853801,0.07309942,0.1754386,1.02723745319416,0.26754386,0.80275229,2.84926729643821,3.39171771636685,0.455357142,0.13317191,432,807,sa3020448,,,
1124,Tyler Hoffman,COL,A,24,7.45714285714285,0,35.0,28,29,29,5,33,7,33,0.19760479,0.19760479,0.0,1.74285714285714,0.25842697,0.63934426,7.4824462890625,6.83796756778444,0.347826086,0.10102489,301,382,sa3020449,,,
1125,Hunter Hayes,STL,"A,A+,CPX",23,2.0915490148371,0,47.1,41,12,11,1,15,4,42,0.21989529,0.07853403,0.14136126,1.18309843263512,0.31007752,0.81911263,3.27825734651608,3.93136067707199,0.4140625,0.12227074,244,443,sa3020450,,,
1126,Carson Skipper,COL,"A+,AA",24,2.37162122428641,0,49.1,43,16,13,3,15,1,63,0.30582524,0.07281553,0.23300971,1.17567547870608,0.32258065,0.78467153,2.67879127773789,3.20384294716335,0.412698412,0.15174129,262,542,sa3020451,,,
1127,Johnathan Harmon,CIN,A+,23,4.30434782608695,10,46.0,41,24,22,5,13,3,41,0.21134021,0.06701031,0.1443299,1.17391304347826,0.27272727,0.66,4.11689590785814,3.67451371343239,0.511278195,0.11618257,252,471,sa3020452,,,
1128,Tanner Jacobson,STL,A+,24,4.14,0,50.0,38,26,23,6,30,6,61,0.28110599,0.13824885,0.14285714,1.36,0.28070175,0.73170732,4.72298286437988,4.30156855031848,0.373913043,0.10874704,324,522,sa3020454,,,
1129,Caleb Bolden,BOS,"A+,AA",25,4.081395575135,6,57.1,51,29,26,4,30,8,65,0.26104418,0.12048193,0.14056225,1.41279077600827,0.33098592,0.71942446,4.10250217881341,3.96727719943876,0.44680851,0.12473573,364,582,sa3020463,,,
1130,Hayden Wynja,SFG,A+,25,4.90909139549863,11,51.1,48,31,28,7,20,5,52,0.22608696,0.08695652,0.13913044,1.3246754559282,0.28082192,0.66455696,4.68763994938167,4.7280300489241,0.229729729,0.13027295,298,508,sa3020464,,,
1131,Chazz Martinez,KCR,A+,24,4.57258120783913,0,41.1,34,25,21,1,31,6,54,0.28421053,0.16315789,0.12105263,1.57258083867483,0.33673469,0.66091954,3.83007968620753,4.43377789431691,0.43877551,0.12113721,314,495,sa3020468,,,
1132,Shane Smith,MIL,AA,24,2.9372388687758,14,79.2,58,29,26,5,23,6,96,0.30094044,0.07210031,0.22884013,1.01673653149931,0.28042328,0.725,2.83957668221865,2.92930533139523,0.445026178,0.12584778,463,864,sa3020469,,,
1133,Derek Diamond,PIT,A+,23,5.26271254493746,15,78.2,95,50,46,14,15,1,68,0.19767442,0.04360465,0.15406977,1.39830526556309,0.32926829,0.66739606,4.77841264691309,3.86860041384672,0.414342629,0.11551433,366,820,sa3020470,,,
1134,Eli Saul,ARI,A+,22,5.4,0,35.0,47,34,21,4,15,5,26,0.15757576,0.09090909,0.06666667,1.77142857142857,0.37391304,0.53745928,5.19413333620343,4.66301759651729,0.560344827,0.07570978,243,391,sa3020471,,,
1135,Carson Palmquist,COL,"AA,AAA",23,3.64359888043511,20,96.1,74,45,39,9,43,6,125,0.31806616,0.10941476,0.2086514,1.21453296014503,0.30952381,0.70652174,3.64479115671469,3.87610955765909,0.302325581,0.13916877,591,997,sa3020473,,,
1136,Nate Dahle,TBR,"A+,AA",26,3.64285714285714,0,42.0,39,19,17,3,13,1,52,0.28888889,0.07222222,0.21666667,1.23809523809523,0.32432432,0.69672131,3.00708909034729,3.49893991155993,0.287037037,0.14119171,256,516,sa3020476,,,
1137,Dalton Rogers,BOS,A+,23,5.34517849300458,15,65.2,65,53,39,4,43,2,68,0.21864952,0.13826367,0.08038585,1.64467030553987,0.31443299,0.54597701,4.36014710466411,4.72313458817238,0.461956521,0.12193126,509,713,sa3020479,,,
1138,Davison Palermo,COL,A+,24,4.86000074157726,0,33.1,30,20,18,5,15,4,30,0.20547945,0.10273973,0.10273973,1.35000020599368,0.27173913,0.69047619,5.33984790573124,4.32058133258094,0.505263157,0.10865874,232,357,sa3020480,,,
1139,Jack Noble,MIN,"A,A+,AA",24,5.46835531330413,0,52.2,49,38,32,11,24,5,59,0.25321888,0.10300429,0.15021459,1.38607617316389,0.28358209,0.63897764,5.65887861008627,4.3195502916358,0.375886524,0.1147541,363,552,sa3020482,,,
